,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Day,Month,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,year,Env_prlbm,Sent_lvl
56,126,126,1777,25,8,1825,1827,2232,2347,小狗爱做白日夢ovo,2024年08月25日 11:00  来自 微博网页版,周 起 大早屁颠屁颠来加班 ，碰上 抵制加班文化  楼 周末居然 提供制冷室内温度直逼 度，走廊 比 凉快,2024,1,-1
57,127,127,1778,25,8,1826,1828,2233,2348,添添是小可爱呀,2024年08月25日 09:29  来自 nova 9 精彩由我摄定,乐哥   一天，感觉 温度已经降到 冰点,2024,1,-1
58,128,128,1779,24,8,1827,1829,2234,2349,盏盏小橘灯,2024年08月24日 22:34  来自 iPhone客户端,上班两天 ，每天 处于一种燥热 状态中，最近温度升高，而  空调罢工 ，让人感觉 到一丝凉意 为 迎接检查，需 整理一些档案资料，本来没有安排 ，但 因为昨天有两个同事 坐  车，而她俩 需 留下来整理， 没办法离开，领导一看，让  留下整理，真 无妄之灾 往常  集训最后,2024,1,-1
59,130,130,1781,24,8,1829,1831,2236,2351,追星甜蜜蜜,2024年08月24日 17:08  来自 HUAWEI Mate30 Pro 5G,早起还 可以做很多事情 ，早七起床，早八普拉提，完后美美吃 个牛腩河粉，去加班，悲催 打工人悲催地发现 空调又坏 ，但还 坚持加 三个小时班（效率受温度影响，进度略有 足），之后去推拿按摩，美美过 两个小时后打道回府😊PS 家小车车显示室外温度,2024,1,-1
60,131,131,1782,24,8,1830,1832,2237,2352,早飯记得吃X睡前餄牛奶,2024年08月24日 15:36  来自 Redmi K40,空调 管用 时候热死人管用 时候冻死人温度还 能调  无语,2024,1,-1
61,138,138,1789,23,8,1837,1839,2245,2360,锦君啊,2024年08月23日 22:22  来自 iPhone 15 Pro Max,热，太热 ， 夏天没受过这种热工服湿透之后 干  ， 和室外温度体感差 多，甚至待 室外晒 到 地方比  还舒服，因为室外通风   小风扇最高档直吹 没有什么用，一天灌 差 多两升水，只去 一次厕所，全 变成汗 培训时还有人散头发扎低马尾，这几天人手 大,2024,1,-1
62,140,140,1791,23,8,1839,1841,2248,2363,铁皮玩具的主人,2024年08月23日 18:21  来自 华为荣耀手机,😱 川渝地区变身巨型烤炉，连续高温预警 停歇 🌡️ 温度计狂飙 °C+，局部地区挑战极限 - °C 这  玩笑， 真 火辣辣 ~⚡ 停电噩梦降临，夜深人静时分，一片漆黑中热醒 多少心酸 灵魂.成 多地网友哭诉，空调成 摆设😭 🏠 居家 模式开启，上班族逃,2024,1,-1
63,143,143,1794,23,8,1842,1844,2254,2369,奶酪k_Cheese,2024年08月23日 15:18  来自 iPhone客户端,爆冷， 一开始还以为  姨妈第一天 缘故， 把同事打样 毛绒毯子批身上 ，结果一看空调开  度，这哪个sb调 温度， 空调贼猛 ，体感上跟进入冰河世纪 一样,2024,1,-1
64,144,144,1795,23,8,1843,1845,2255,2370,学法不秃头啊,2024年08月23日 15:09  来自 nova8 我由我掌镜,空调虽然制冷效果 好 但 之前开 ℃还 将  可 最近温度高 太稳定  均最低 + 最高 + 此刻 坐  已经汗流浃背  好想逃回家 为啥没有高温假呀,2024,1,-1
65,149,149,1800,23,8,1848,1850,2263,2378,一只陶桃,2024年08月23日 11:08  来自 쫑쫑이누나HarmonyOS设备,有位领导 每天八点半上班 十一点 到 下班 一来 把四个空调开 度  出风口还  头顶 跟他沟通 能 能温度稍微打高点 他 他热  吹得跟太平间差 多  更搞笑每次守 他一下班  跟 们副总 第 冲去调温度,2024,1,-1
66,150,150,1801,23,8,1849,1851,2264,2379,一路向前潇潇,2024年08月23日 10:46  来自 iPhone客户端,这温度真 绝望，本身 中暑 ， 空调还 给力,2024,1,-1
67,152,152,1803,23,8,1851,1853,2266,2381,天台快乐少年,2024年08月23日 09:30,这个温度 求 把灯关 ，空调关 ，   让人活,2024,1,-1
68,154,154,1805,23,8,1853,1855,2269,2384,Viola的河马,2024年08月23日 03:12  来自 iPhone客户端,什么b空调，制冷开到 度，室内温度 能一直  度降 下来，直接把 热醒，白天受 空调 降温折磨，晚上休息  让 消停，每天 有新折磨让 体验生活极限,2024,1,-1
69,156,156,1807,22,8,1855,1857,2272,2388,-小的沐沐,2024年08月22日 19:53  来自 Android,记录一下 下班 感受 一路上暖风呼呼吹，让 想起 冬天 炉灶旁烧火 感觉，全身 被热气包围，能把人 面外面全部加热，思绪   凉意完全消失掉   最大  同  平时喊热吧只 带点温度 风， 完全 从火堆旁吹来 风，而且这风包裹   全身 秋老虎名 虚传呀,2024,1,1
70,157,157,1808,22,8,1856,1858,2273,2389,风筝信使子字,2024年08月22日 19:12  来自 iPhone客户端,温度达到 度，热得心烦气躁大中午还去上班， 空调还坏 真真实实感受 被烤得汗流浃背 滋味 回家看到百万葛优躺，妈呀， 已经怀疑人生怀疑这个火辣辣 天气,2024,1,-1
71,158,158,1809,22,8,1857,1859,2274,2390,小松肉贝贝,2024年08月22日 19:11  来自 iPhone 15 Pro,空调夏暖冬凉当前室温已达🇭🇰标准,2024,1,-1
72,159,159,1810,22,8,1858,1860,2275,2391,小杨哥JKY,2024年08月22日 18:39  来自 竹山书店HarmonyOS设备,看 一哈温度放弃 出 去吃饭 想法太冒险 这哈下班时间中暑  话，工伤  算 重庆·巴国城,2024,1,-1
73,160,160,1811,22,8,1859,1861,2276,2392,Cysiatoo,2024年08月22日 18:37  来自 要发财的iPhone 13,空调给 开  度把  小坎肩披上,2024,1,-1
74,161,161,1812,22,8,1860,1862,2277,2393,G咕咕咕咕嘎,2024年08月22日 17:24  来自 iPhone,TMD工位究竟 谁天天空调开 度室内室外差 多温度 真 没苦硬吃,2024,1,-1
75,162,162,1813,22,8,1861,1863,2278,2394,只有一个波段,2024年08月22日 17:01  来自 Xiaomi 13,两台空调，开 度，坐 还冒汗 受  啦回寝室吹空调得 [风扇][风扇][风扇],2024,1,-1
76,163,163,1814,22,8,1862,1864,2279,2395,·祝我们好在春夏秋冬·,2024年08月22日 16:46  来自 iPhone 14 Pro,这个温度真能给 冻成老寒腿,2024,1,-1
77,164,164,1815,22,8,1863,1865,2280,2396,一个人在的房间,2024年08月22日 15:43  来自 iPhone客户端,温度 ～ 度 开  度 空调下推窗开 个 厘米 小缝而 ，喷 大量花露水，弥漫 整个 ， 用来干啥 呢,2024,1,-1
78,165,165,1816,22,8,1864,1866,2281,2397,蛋黄酥来一口,2024年08月22日 14:39  来自 iPhone客户端,其实 温度太低 对四十度没有实感甚至加外套,2024,1,-1
79,168,168,1819,22,8,1867,1869,2284,2400,跳阿跳a,2024年08月22日 13:21  来自 iPhone客户端,同事真 很无敌，每天开这么低 空调，这么大 风， 们 真成这一层楼温度最低    被迫穿长裤穿外套 ，这样 还  凉拉肚子 他们真  冷吗？还 只有 这么虚每天天这么黑  开灯，  开灯 没人开灯 垃圾  ，  想自己单独 垃圾桶    套垃圾袋 没人套,2024,1,-1
80,172,172,1823,22,8,1871,1873,2290,2406,呆呆卤蛋,2024年08月22日 10:10  来自 Android,把 冻死算 ，两个大空调对 胳膊吹，吹得 胳膊生疼，空调一开   度，一进 跟进冰库一样，讨厌跟死男人们一起工作,2024,1,-1
81,173,173,1824,22,8,1872,1874,2291,2407,Six6随手记,2024年08月22日 08:41  来自 iPhone客户端,为什么 能按照温度分  好热🫠,2024,1,-1
82,176,176,1827,21,8,1875,1877,2294,2410,呀的呀的倩呀呀,2024年08月21日 22:32  来自 OPPO Reno5 5G,换股室后，每天  厚牛仔裤和T恤， 为 装修方便， 真  太冷 ， 女女觉得舒服 空调温度， 却冻极 ~每天  严寒中上班~赶紧忙完~ 赶紧让身体暖起来~好好运动，吃饭，养生 这个装修什么时候能结束呢~加油快干吧~唉累贯穿  这几  主题,2024,1,-1
83,179,179,1830,21,8,1878,1880,2299,2415,SSSSSSShirr,2024年08月21日 18:11  来自 iPhone客户端,度 天 看似 穿 针织衫 实则  温度刚刚好哈很舒服,2024,1,1
84,182,182,1833,21,8,1881,1883,2302,2418,阿文今天没喝多,2024年08月21日 16:58  来自 OPPO Reno9 5G,开 空调 °，室内温度 °  门口走廊 °这逼铁皮房 知道吊个顶 吗热死 算,2024,1,-1
85,183,183,1834,21,8,1882,1884,2303,2419,是你的怕仔啊_不怕版,2024年08月21日 14:54  来自 HUAWEI P50E,热 想亖真 晓得哪个ld想出来 点子坐  晓得 .  份 温度 多少 看看天气预报吧牛马 命   命呗,2024,1,-1
86,184,184,1835,21,8,1883,1885,2304,2420,这世界那么人呢,2024年08月21日 14:48  来自 HUAWEI Mate 60 Pro,给业主 空调装 调 温度 冻 死，给 们 划拉 二手空调  热 死，虽然没苦硬吃能节约多少成本这 ？,2024,1,-1
87,185,185,1836,21,8,1884,1886,2306,2422,今天能不能不要上班,2024年08月21日 09:36  来自 iPhone客户端,能 能按照空调温度划分工位 现  甚至比外面还热,2024,1,1
88,188,188,1839,20,8,1887,1889,2309,2426,这芒果还没熟-,2024年08月20日 15:22  来自 iPhone 13,真 很难评  一天天遇到   什么人  走廊 温度和     温度    桑拿房一样  姐姐 准开空调  他冷得很 每 人来  冒大汗,2024,1,-1
89,189,189,1840,20,8,1888,1890,2310,2427,一小碗甜汤圆儿,2024年08月20日 14:05  来自 iPhone客户端,秋天应该真  来    空调温度低   瑟瑟发抖 裹 毯子依然瑟瑟发抖,2024,1,-1
90,193,193,1844,20,8,1892,1894,2315,2432,S---o---S,2024年08月20日 10:54  来自 iPhone客户端,穿外套 起鸡皮疙瘩 温度,2024,1,-1
91,194,194,1845,20,8,1893,1895,2316,2433,新新0411,2024年08月20日 10:39  来自 荣耀70 Pro 5G,室外温度 ℃，   套上 冬天 毛护膝，好像真 老 ，坐  ，他们开 空调太低， 上身穿 厚外套，腿还 冰冰凉，  能 让别人开空调哇 穿 裙子套 毛袜套这穿搭,2024,1,-1
92,196,196,1847,19,8,1895,1897,2319,2436,方哥不哭,2024年08月19日 19:27  来自 iPhone 15 Pro Max,写字楼 空调吹得 浑身荨麻疹发作到底谁 爱冰柜 上班  香港·中环,2024,1,-1
93,198,198,1849,19,8,1897,1899,2321,2438,被遗漏的兔子,2024年08月19日 17:59  来自 iPhone,公司冷气 直接冻亖 拉倒,2024,1,1
94,199,199,1850,19,8,1898,1900,2322,2439,-喵喵没烦恼,2024年08月19日 16:28  来自 iPhone客户端,好热，整个   穿长袖入职第一天 午餐 麦麦穷鬼套餐,2024,1,-1
95,201,201,1852,19,8,1900,1902,2324,2441,FXL0007,2024年08月19日 15:28  来自 nova7SE 5G你在焦点在,旁边 同事  一向 怕冷吗？为什么 调低空调度数？冷 打摆子 ，   开战 ？,2024,1,-1
96,206,206,1857,19,8,1905,1907,2329,2446,一天三顿小锅米线,2024年08月19日 11:54  来自 Xiaomi 13 Pro,一出  门， 感觉一股热气裹满全身🫠   好  最高温度 ℃吗😇   好   下雨 吗😇话   空调 才开 ℃ 😑咋差距 这么大,2024,1,-1
97,207,207,1858,19,8,1906,1908,2330,2447,中单西门庆,2024年08月19日 11:15  来自 iPhone客户端,为什么 大热天 总有人喜欢把空调温度调 老高老高    真想极端一点 把空调调到 ℃ 一起中暑算,2024,1,-1
98,208,208,1859,19,8,1907,1909,2331,2448,霍格沃茨啤酒鸭,2024年08月19日 10:19  来自 iPhone 13 Pro Max,空调温度低到 想穿棉裤🙃,2024,1,1
99,209,209,1860,19,8,1908,1910,2332,2449,-啵神降临-,2024年08月19日 08:57,很讨厌和一堆女人一起  因为 热她们 热   开空调她们冷 所以  只能热,2024,1,-1
100,212,212,1863,19,8,1911,1913,2335,2452,番薯细心是金子呀,2024年08月19日 07:50  来自 iPhone客户端,天呐  空调设置温度 度 实际温度 度 又 完蛋 一天呐,2024,1,-1
101,213,213,1864,18,8,1912,1914,2336,2453,Z225_,2024年08月18日 17:27  来自 iQOO 12 内外出众,这空调温度 想冻死谁？,2024,1,-1
102,215,215,1866,17,8,1914,1916,2341,2458,郭郭郭豆芽,2024年08月17日 09:24  来自 HUAWEI Pura 70,浙江现  温度空调开 度还 准关 门有什么用，幸好 有聪明 同事,2024,1,-1
103,216,216,1867,17,8,1915,1917,2342,2459,Christinek_lepus,2024年08月17日 01:07  来自 iPhone 11,本以为  空调已经  们院 极限 ，没想到一楼厕所更  冰窖感觉 进冷库 ，一推门扑面而来 冷气，感觉头发  结霜 🆘 厕所开这么冷干啥 生怕太热 有人拉💩拉红温吗？,2024,1,-1
104,218,218,1869,16,8,1917,1919,2344,2462,在白昼风起,2024年08月16日 19:08  来自 Android,太喜欢下班出 楼 温度  空调吹得 体寒,2024,1,1
105,219,219,1870,16,8,1918,1920,2345,2463,wzm523Miles,2024年08月16日 17:11  来自 iPhone客户端,辦公室大門區域 溫度跟外面 世界大概差 一個季節吧 每次出入 會震一震 氣炸燒賣和章魚燒實  太好吃  Happy Friday!,2024,1,-1
106,221,221,1872,16,8,1920,1922,2347,2465,-MacaBaka,2024年08月16日 16:18  来自 愿大家所愿皆成真,知道 这  空调制冷效果太好还  太虚  每天吹 度空调 冷 狂打喷嚏狂流鼻涕手脚冰冷 鸡皮疙瘩 吹起来  这儿待  多星期 一包纸 快被 霍霍光  只有  人  开 度空调 风量调最小遭 住真 遭 住,2024,1,-1
107,223,223,1874,16,8,1922,1924,2349,2467,迷鹭127,2024年08月16日 12:48  来自 1T! iPhone 14 Pro Max(暗紫色),谁懂 ，这个温度 空调坏    早上沏 茶到现  还热乎乎,2024,1,-1
108,224,224,1875,16,8,1923,1925,2350,2468,甜甜超甜的_,2024年08月16日 11:53  来自 iPhone客户端,果然上 纪  外面 + 温度🥵而 穿个短裤坐   瑟瑟发抖🥶,2024,1,-1
109,225,225,1876,16,8,1924,1926,2351,2469,彤小熙Moon,2024年08月16日 10:39  来自 iQOO 8 未来电竞旗舰,一整个夏天 空调温度 没这几天温度低  想把 冻死 秋天吗？连 五个喷嚏🤧   感冒,2024,1,-1
110,226,226,1877,16,8,1925,1927,2353,2471,Ding_727,2024年08月16日 09:32  来自 iPhone 12,温度严重影响   工作效率，冬凉夏暖,2024,1,-1
