,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
35,108,108,466,樊建川,2017年10月09日 10:51  来自 HUAWEI P10 Plus,"中央，有个大型""圆筒""，起三个作用  一 整个房子 结构，二 上下 交通，三  抽烟 通风口（上方盖 玻璃，四面可以通风） 另外，    ""风水""需  另外，这个""栏杆""， 买 废旧铁链，最大好处，如果喝醉 酒， 会栽下去  设计 ，请瓜叽瓜叽👏👏",1,1
36,110,110,481,霞光闫振霞,2017年10月24日 11:59  来自 微博 weibo.com,[打哈欠]秋冬季节来临，天气转凉，寒风吹起，  窗户 很少打开，那么新鲜空气很难进入，室内 病菌等消除  ， 很容易生病哦，[玫瑰][玫瑰]百合 吊兰等可以吸收有害物质； 季 仙人掌等有清洁室内空气 作用，即使有 花，  适当多通风，这样才会花香四溢，还 容易生病哦~~[lt切克闹],1,-1
37,117,117,534,龙虾爱溜达,2017年11月02日 07:40  来自 iPhone 7,一晚上嗓子干哑，胸口郁结，跟得 慢性咽炎似 ， 由得联想昨天下午闷 四面 通风 新会议室 吸 俩小时毒  能多想，还 neng点好吃 转移一下注意力吧 炒一把自家菜园 小青菜  昨晚获赠 一大碗红烧海门羊肉，一大早砂锅回炉嘟起来 投几块白萝贝去腥，加一颗娃娃菜解腻，,1,-1
38,119,119,541,青海伊纳维康,2017年11月30日 10:13  来自 微博 weibo.com,冬天 风终于把温暖 南方 吹进 “低温”模式 大家 怕冷，所以总 呆 门窗紧闭 室内，结果没 凉，却闷出 病 据 解， % 家居或  存 开窗通风 足 情况 开窗通风能增加室内空气负离子 浓度，有助于改善人体免疫系统 呼吸系统及中枢神经系统 功能 总而言之，开窗通风，好处多多,1,-1
39,137,137,650,锻炼正能量,2018年01月13日 17:25  来自 乔治王子超话,身 职场 孕妈妈所处  环境中，隐藏  少看 见 污染，一些现代化 设备所带来 辐射  环保 装修材料导致空气污染， 空调常 开放，缺少自然通风，这些 可能成为女性怀孕 “拦路虎” 如何击退“拦路虎”， 们有办法,1,-1
40,139,139,660,匈牙利联合报,2018年01月09日 20:20  来自 360安全浏览器,CORVIN  楼，匈牙利首座全欧第二座获国际WELL白金预认证 顶级楼盘w.lianhenews. omwe hat platform LHB CORVIN  楼 匈牙利 第一座，  欧洲 第二座获得国际WELL 建筑白金预认证 建筑 这座价值 万欧元并配备  环保技术  楼预计将于  底 布达佩斯完工 CORVIN,1,1
41,142,142,664,烧鸭狂人,2018年01月08日 18:51  来自 ✄╰ひ╯Android,满   病毒， 通风 透气，出去又那么冷， 生病 厉害,1,-1
42,155,155,711,丁丁栀子朵朵,2018年03月14日 20:27  来自 iPhone客户端,值班室 热虚脱    没窗户  通风，抑制 住想 砸玻璃 冲动～,1,-1
43,156,156,712,杨小羊-if,2018年03月14日 19:35  来自 iPhone客户端,气温回升明显，开完会汗 出来 ，一可爱姐姐跟 到    们屋倒还凉快些，能把窗户打开一下通通风吗？ 看 窗外 雾霾有点犹豫 雾霾好重，有点拉嗓子 姐姐笑   以为屋  没有雾霾 吗？咱换点新雾霾吸吸 于 开 个缝吸点新鲜雾霾,1,-1
44,163,163,719,悦膳月子餐,2018年03月05日 14:18  来自 微博 weibo.com,各位美孕妈们下午好有孕妈问，最近皮肤 干干 ，怎么调理呢？ 春季，肌肤保湿 很有必   准妈妈最好 经常使用保湿乳液，保持肌肤 光滑；空闲时 多喝水，水能够改善怀孕时常见 皮肤干涩现象 如果 工作 地点  密 通风   ，同时天气寒冷，经常开空调 话，最好 能够,1,1
45,171,171,739,那又怎样噢,2018年03月23日 09:04  来自 iPhone客户端,靠 刚进  打开门来通风 进来个老外 等她出去已经 分  没打卡 赔 迟到,1,-1
46,179,179,750,西城上班族,2018年03月19日 09:08  来自 iPhone客户端,外面霾很严重， 得开窗通风  世界各地 学生散发 香水味混合  十八平米   ，令 喷嚏 断,1,-1
47,181,181,753,追太阳的肉肉君,2018年03月17日 10:36  来自 iPhone,总有人问 那么喜欢多肉，为什么   放一些，  想  可 如果没有一面大大 南向窗户，保持通风和 晒， 实   忍心 否则，它们 会变得像 一样 格子间 ，努力向上，却失去 活力和色彩,1,-1
48,183,183,762,梦想起航创业导师,2018年04月15日 13:33  来自 荣耀8青春版 颜值担当,无论 还 家 ，只 通风 好 会有些许气味， 仅导致工作效率低， 家休息 成问题 安利优生活浓缩空气清新剂特有 AMWAY NEUTRALODOR净化成分，有效去除各种难闻气味，浓缩配方，只需轻轻一按，令 重归清新天地 淡雅大自然田园幽香，清新怡人,1,-1
49,184,184,763,陈德才1988,2018年04月15日 08:44  来自 小米6 拍人更美,无论 还 家 ，只 通风 好 会有些许气味， 仅导致工作效率低， 家休息 成问题 安利优生活浓缩空气清新剂特有 AMWAY NEUTRALODOR净化成分，有效去除各种难闻气味，浓缩配方，只需轻轻一按，令 重归清新天地 淡雅大自然田园幽香，清新怡人 O 链接,1,-1
50,187,187,771,格丽雅家政公司,2018年04月07日 10:59  来自 专业版微博,室内空气治理服务流程 初检（现场检测）-出具治理方案-现场治理-复检-售后服务范围 （ ） 楼 写字楼  等各种 场所（ ）家居 别墅等私人住宅（ ）医院 酒店 宾馆 KTV各种娱乐等公共场所及包厢（ ）学校 幼儿园（ ）工厂企业等大型车间（ ）装修公司提供 各种交工,1,1
51,189,189,775,Domoto回锦,2018年04月03日 16:54  来自 iPhone客户端,通风，热到崩溃，热到爆炸,1,-1
52,190,190,776,青笛晓轩,2018年04月03日 12:10  来自 iPhone客户端,接近 度又闷又热没有通风，唯一一扇窗户还 能完全打开   工作 大厦物业 们 做点儿什么嘛？ 致电前台  什么办法 没有，规定通风系统暂时 能开启规定 死 ，人总 活 吧？非 等有人晕倒 再来处理嘛？  ？,1,-1
53,194,194,789,月影碧灵,2018年04月28日 23:45  来自 荣耀9 美得有声有色,吾悦广场星轶影院       点放映“后来  们”  号临境音厅， 开冷气 开通风，又热又闷，一百多人全程 热  行，散场时找到影城 ， 面 值班工作人员还强辩 已经开 最大通风，  屏幕顶部，还让观影客人自行到商管处投诉，这工作人员 服务态度简直,1,-1
54,196,196,792,小迪Cathy,2018年04月28日 13:10  来自 小米Note 3 拍人更美,林子大 什么鸟 有，公司人多 什么奇葩 出来  天气热 ，公司物业还没通空调 没有通风 算 ，整个大  靠几个小窗户透气 结果，坐窗户旁边  女 ， 纪轻轻  虚  行， 这么热，还把窗户给关 ，关 ，关  天气冷 关  算 ，天气热 关毛线 ， 征求过大家意见嘛，,1,-1
55,198,198,795,玉-辰-中-国-yc,2018年04月28日 10:11  来自 搜狗高速浏览器,白血病 胎儿畸形 癌症  这些可怕 疾病，正 越来越多地和“甲醛装修污染”联系 一起 早   ，甲醛 被世界卫生组织认定为一级致癌物 据统计，超过 %孕妇胎儿畸形 由室内甲醛超标造成 ，北京儿童医院数据显示， %白血病儿童家中曾装修过 甲醛 细菌 雾霾等空气污染，对家人，尤其 儿,1,-1
56,200,200,801,Ok啦-16,2018年04月26日 09:58  来自 小米5X 拍人更美,现实 装修风云  上周末 装修，刷 堵墙，   桌 离墙 米左右，过 一天紧接   喉咙干带痛，过  天转为咳嗽，看 两次医生支气管炎， 嘀咕那堵墙 问题，有人会   太矫情 ，一边  别人矫情，一边带上 口罩，😷 领导来 下 没什么气味呀，还 什么部门装修更多，,1,-1
57,204,204,812,青青小妹杂货铺,2018年04月17日 16:15  来自 iPhone客户端,厨房杀手来 ，  小心祸害到  ，煮牛奶煮糊 ，  通风，整个  焦味，有个男同事躲出去避难,1,-1
58,209,209,822,年糕也曾去天池看星星,2018年05月15日 12:49  来自 🐾iPhone 8,闷死  这雨啥时候下， 通风  真 熬人,1,-1
59,210,210,826,用户6378392124,2018年05月14日 23:04  来自 iPhone客户端,雾霾本来早上已经元气满满 准备努力工作并规划好 一天 行程，然后做到那 一片空白两眼打架，只想睡觉，还睡  ，因为太特么热 ，   热， 闷  通风 好空调还没开，简直快把人蒸熟 ，汗 没断过 所以这一天基本还 啥 没干 晚上去饭馆炒 两个菜喝 两瓶啤酒心情才又好,1,-1
60,211,211,828,好大一个芒果Mango,2018年05月14日 16:25  来自 iPhone,空调接近报废  通风   抽烟 人可能  谋杀吧,1,-1
61,212,212,829,韩肉肉的日子,2018年05月14日 15:53  来自 iPhone客户端,窒息   真 明白  人 怎么呼吸 ，空调只让开 ，还把唯一通风 门给关住,1,-1
62,214,214,835,王国钦-销售生产力讲师,2018年05月10日 07:57  来自 iPhone 6s,又走路上班啦 如果  好招人，广州市区    必 ，开车上班堵，停车难， 靠换气通风，吃饭贵，花 上下班 时间太多，哪有郊区舒服  广州·钟村,1,-1
63,215,215,836,废柴大叔可以躺在肚子上睡着,2018年05月10日 00:25  来自 iPhone,空调 太冷 吧，还 打开窗子通风 厕所最舒服,1,-1
64,218,218,840,Taurus·楠神,2018年05月09日 15:14  来自 小楠神丶Android,热  晕过去，一楼二楼有几个公司 愿意开中央空调，给物业沟通最早到 号这 几十台电脑散 热加上 通风，怎么能安心工作,1,-1
65,223,223,852,Boiling_sea,2018年05月27日 17:18  来自 iPhone客户端,这个 怎么回事 味道真 难以接受  如果开窗开门通风 会被热死，如果关门开空调 会被臭死   怎么办😟想加班原来这么难 吗绝望,1,-1
66,225,225,858,可乐就喝可口的,2018年05月25日 00:59  来自 坚果手机 Pro,昨天晚上和同事一起加班， 笑间看到头顶空调通风口有反光 有一瞬间以为 眼花 ，这件事没放 心上 后来同事 离开留  人   ，无聊中用笔记本放 歌 全部完成点下保存准备离开 这时头顶“啪” 一声，然后眼前一黑，台式电脑和灯全灭 ，只有笔记本 亮 脖子后面汗毛竖起 忍,1,-1
67,226,226,859,Demii魚,2018年05月24日 20:50  来自 iPhone客户端,记 得 第几次搬 ，这次，靠山，靠窗，通风，植物茂盛，夕阳会晒进来，挺好,1,1
68,228,228,867,一咩两咩,2018年05月20日 14:14  来自 微博 weibo.com,先窒息一下吧    吃榴莲糖开 空调又 通风  能坚持到 下班吗,1,-1
69,230,230,872,庄得下世界都是你的,2018年05月16日 15:14  来自 iPhone客户端,得  ， 司 最爱 地方  洗手间，冷气比 重十倍，通风还超他妈好， 已经 马桶上逛 半个小时淘宝,1,1
70,232,232,875,佛祖是伏虎,2018年05月16日 00:55  来自 HUAWEI P10,沉迷工作  宁可 人  加班  想回家 解一下 回家干嘛？又每人陪， 通风，无采光，潮湿阴暗   宽敞还有空调,1,-1
71,235,235,886,用户6135529268,2018年06月11日 09:45  来自 微博 weibo.com,如今，电脑 手机渗透进 们生活 角角落落 长时间盯电脑 盯手机会导致用眼过度 此外， 使用中央空调，写字楼门窗紧闭  易通风，室内电脑等电器大量聚集，使得空气质量下降 空气干燥，会增加泪液蒸发， 会加剧眼干 --处方 勤通风 多吃蔬菜瓜果注意视距，最好使眼睛与电脑画面距离约,1,1
72,236,236,893,凌大冬,2018年06月06日 09:59  来自 iPhone客户端,想问一下各位大佬， 们 /教室/寝室 通风 好体感 度以上但 有条件开空调 情况下     开空调并且披 毯子,1,-1
73,239,239,899,带新拉shi,2018年06月05日 11:38  来自 iPhone客户端,除  通风  ，单位 楼道 ，厕所 ，   浓浓 烟味还无烟单位呢， 让来办事 抽，自己人抽 挺勤快,1,-1
74,240,240,902,树下的阿笋,2018年06月05日 10:11  来自 iPhone客户端,躺   望 天花板，数通风管好过数星星 深圳·科技园,1,-1
75,242,242,906,拭卿相思泪,2018年06月30日 17:42  来自 iPhone客户端,空调管道弥漫 两三天 腐臭味儿，维修师傅打开通风口 没找到死老鼠什么 ，然而  嗅觉 快失灵 ，觉得哪儿哪儿  腐烂 味道，令人窒息,1,-1
76,245,245,912,猫老躲在暗处偷偷观察,2018年06月20日 13:52  来自 小米5s Plus,同 女，把空调调到 ° 幸亏通风口  头顶,1,-1
77,249,249,919,小粥小粥发咪来哆,2018年06月19日 08:48  来自 iPhone客户端,天才开始热 空调已经罢工   空调突然只有通风和制热模式 让人一大早 焦躁起来,1,-1
78,252,252,923,昆明市生态环境局,2018年06月16日 16:10  来自 360安全浏览器,昆明市办理中央环境保护督察“回头看” 交办举报环境问题办理情况中央第六环境保护督察组于    进驻云南省开展环境保护督察“回头看”工作，    ， 市接收云南省环境保护督察领导小组 交办第一批群众举报投诉环境问题 件 按照办理时限,1,-1
79,254,254,931,是无所不能的河马阿姨呀,2018年07月14日 22:27  来自 华为P9手机摄影再突破,D 最近天天 高温炙烤 天气下往返于教学楼和 之间几个来回， 终于被晒伤  尽管几乎全副武装，但 衣袖和袖套之间裸露 那一小段皮肤现 火辣辣地疼 这个时候，  得 夸赞去  柬埔寨买来 “廉价”裤子 好 ，因为防晒又凉快 这种裤子用俗称“人棉” 布料,1,-1
80,258,258,935,威德生活家,2018年07月13日 16:58  来自 专业版微博,公共场所 空气污染， 相当致命  室内公共场所 空气污染危害 持久性 ，那么， 们必须 重点关注  哪些场所呢？   许多 大楼体积庞大，结构复杂，自然通风十分困难，加上夏天热冬天凉，还有各种有害异味 产生 如烟味  用品散发 异味 食物 各种味道等   学校学校空气,1,-1
81,263,263,943,璞璞说,2018年07月12日 09:33  来自 微博 weibo.com,新地方 ，热 一笔 空调 开  呀，但  们几个小伙伴 房间  觉得怎么这么久时间 还没凉快下来？然后 还 那一本正经 分析为什么几个小时房间还 那么热 原因   “可能 因为 们有个朝阳 大窗子，太阳晒进来太热 ，所以空调没效果” 然后 们所有人,1,-1
82,266,266,951,一群提莫,2018年07月10日 08:11  来自 360安全平台,好鸡儿热    通风 房子太可怕 O 链接,1,-1
83,273,273,966,黛丝鸭子,2018年07月03日 10:59  来自 华为手机,国庆休假三天赶上 热浪来袭每天均温 度左右家 没空调像蒸笼一样盼 明天上班去 吹空调呢突然通知 楼 通风系统坏 明 继续放假头一次内心如此盼望上班看看冷饮给内心降降温吧,1,-1
84,278,278,973,Hardsion,2018年07月31日 22:35  来自 OnePlus 6,最近空调风扇 和 有仇吗？ 又拉 三次   工位   空调出风口 ，桌上 USB小电扇只 对 多吹会， 会拉，但  开 话，   风口， 超级 通风， 会热    家 风扇，稍微开大点， 盖毯子对  多吹会，又拉,1,-1
85,279,279,975,金聊斋,2018年07月31日 16:19  来自 iPad客户端,嘻嘻 伦敦地铁内高达 ℃引 满 官方 空调车再等   冷嘲热讽 伦敦地铁 图片来源 路透社据海外网    报道，据台湾东森新闻云报道，英国热浪已持续数周，伦敦部分地铁因未装冷气，车厢内温度逼近 ℃，面对民众 满，伦敦交通局回应称，空调列车 到  后才能上路 据报道，地铁中央线推,1,-1
86,281,281,977,一只大闸谢00,2018年07月31日 09:49  来自 微博 weibo.com,有没有这样 案件？由于 通风较差，某公司员工长期 缺氧下高强度脑力工作致死,1,-1
87,284,284,983,用户5497018562,2018年07月25日 13:10  来自 联想智能终端,保定外国语中学 周边建起 层高 彩钢结构房，因为紧邻学生宿舍楼，既影响采光和通风，还对周边 环境造成影响，感觉 太好吧,1,-1
88,285,285,984,五学叟,2018年07月25日 13:01  来自 华为P9手机摄影再突破,《医院务必加大管理力度 吞 颗麝香保心丸之后，从医院回到家安静下来写写 ，吐嘈一回 内人 岁，因需白内障手术住入一间举国闻名 三甲大医院治疗糖尿病 ，果然医疗效果一流，八天住院将空腹血糖从 降回至 . ，完全符合眼手术 求 岂料回到眼科中心手术前需提交血糖正常指,1,-1
89,287,287,986,ChaiiiWWW,2018年07月25日 08:39  来自 iPhone客户端,非常理解早上开窗通风换气 因为   早上会通风  可 早上 点半， 室温已经将近 度 为什么坚持开窗 开空调  热晕啦,1,-1
90,288,288,987,嫣然小妖1314,2018年07月24日 20:05  来自 iPhone客户端,周整晚上下班刚一进家门 吐   两个多  第二次   上次 吃东西没吃对，这次貌似中暑  度 天  空调 好使 本来 通风 空间 外加空调 好使 貌似一天  汗蒸中度过.晚上到家 一直 空调房间 呆  ，刚刚吃 两个原来并 爱吃 ·酸·李子，算 稍微好点 .,1,-1
91,289,289,988,-哀默大于心s,2018年07月16日 08:18  来自 iPhone客户端,能 能    通风  吃包子,1,1
92,291,291,993,乐了一个趣,2018年08月15日 09:17  来自 UC浏览器电脑版,装修 .选用绿色建材想 避免家中有过多 挥发性有机化合物，最好 原则当然 “预防胜于治疗”，最好 装修及选购家具前，  求装修人员或家具制造者使用 含挥发性有机化合物 材料 很多人 装修房子 时候，总喜欢讨价还价，想 怎样才能比较省钱，却没想过商家为 赚钱，会 会提供符合健康,1,1
93,292,292,995,企办,2018年08月14日 13:28  来自 微博 weibo.com,装修设计从布局 通风 采光 人流线路 色调等入手，以前陈旧  设备已 适应现  需求 如今  装修设计更侧重能让高科技 设备更好 发挥作用  O 空间设计装修 “五大关键 素”,1,1
