,Topic,Count,Name,Representation,Representative_Docs
10,9,140,9_烧水_萌宠烧水杯_海氏q_养生壶,"['烧水', '萌宠烧水杯', '海氏q', '养生壶', '泡茶', 'ml', '保温杯', '烧水杯', '使用', '煮茶']","['必备好物|萌宠烧水杯 现 每天上班  带   小绿鸭一起上班，轻便高颜值，一起加油鸭 海氏Q 萌宠烧水杯太方便 ，早上起床  家 加水进去烧好水 带去 用  毫升 黄金容量一杯够 喝一上午  下午再烧一杯喝完正好下班时间到 哈哈超完美!还有 种温度选择和实时温显 功能', '好物分 ||颜值好好看 摩飞轻养杯😣忙碌 工作，   ⃣台烧水壶，十几个同事，烧水  排 队来，经常喝 上水，偶然看见这个摩飞轻养杯~ 太棒 ， 仅能保温最最重  还可以烧水👏➡️它与 常 保温杯大小差 多， ml 容量，旅游 出行 上班 可轻松放入包包中，还自带 收纳袋', '\ue627好物分  坂田釜作——一人食百变小杯最近入手 小可爱，体积超小，颜值超高💯冬季放  或者家  很合适，四大功能多种温度可以调节，无论 花茶 烧水 甜品 燕窝 能一键满足，还有 小时保温和 . 小时预约， 寒冷 冬天可以   非常贴心 下班回家花  分钟炖 一盅冰']"
11,10,126,10_女性_男性_女生_世纪,"['女性', '男性', '女生', '世纪', '按男性', '代制定', '环境中', '女人', '肾虚', '高出']","['致 屈 女性，三八妇女节快乐 女性 需求长期以来被忽视，女性用语长期以来被污名化，甚至因为研究数据 缺失，女性  常生活受到困扰 空调 温度 按照男性 体温设定 ，压根 没有考虑到女性与男性身体 差异 所以，大多数时候女性   备件衣服 披条毯子 这些', '“例如，女性   瑟瑟发抖，因为空调温度 按男性 体温标准设定；或者伸手够货架顶端十分费劲，因为货架 按男性 身高标准设计 ”“全世界 % 凶杀案犯 男性 所以，嗜血凶残 到底 人类，还 男人呢？”摘录 「看 见 女性」卡罗琳•克利亚多•佩雷斯', '？  冷 ，所以 应该 女性 吧？🤔']"
12,11,113,11_郁金香_开花_植物_发财树,"['郁金香', '开花', '植物', '发财树', '水培', '叶子', '可能', '春天', '这样', '微景观流水器']","['到底 谁还没 春天种上属于自己 郁金香🌷   网上买 郁金香种球，选择  水培 目前  已经种九天啦 讲一下 这九天种植郁金香遇到 问题，首先   把郁金香放    桌子上，突然有一天发现它种球表面长 白色霉菌，查阅 资料才发现原来 温度过高 原因，处理方法  放', '冬天养五种花，记得多晒晒，随时 开花， 冬天 停歇寒冷 冬天已经正式到来，许多爱花人士 感到 一丝遗憾，冬天意味 花园中 花朵即将凋谢，但其实有那么几种花，却能够 寒冷中绽放，为冬  家园增添一抹 凡 色彩 所以  让 们一起来 解这五种花，即便  冬天， 可以用花朵来为', '好喜欢  发财树，开得很旺盛  初买到 没多久 开始掉叶子，一开始很勤快 剪掉发黄 叶子，买营养剂 再后来一直掉叶子 变得光秃秃， 有些生气 把放到室外，冬天 温度让它又变得更秃  后来没怎么关注，突然开春之后才发现发 小芽，叶子  掉  可能 雨水多，它长得越来越好 最近到']"
13,12,107,12_老板_领导_退休_正科级副局长,"['老板', '领导', '退休', '正科级副局长', '工作', '其实', '拼命用', '职工', '面试', '警察局长']","['做业务真  易节前丢单 项目，好容易通过 长假让自己满血 ，这节后马上又有  倍金额 项目 投标 尽管 一再让自己放平心态， 只 业务，这项目上面还有 老板， 老板 老板，横向还有关联部门 老板，即便天塌下来有个高 顶  但即便这些心理建设，上周开工以来，  外外一件又一件', '单位 正科级副局长，退休   ，还 隔三差五到职工食堂 餐 食堂经理劝阻 退休 ， 该 受职工用餐福利 ，可制止无效 经理报告给 一把手，一把手轻言轻语  一句，问题迎刃而解 正科级副局长 一名营长转业干部， 野战部队服役 多 后，仅当营长 当   ，立过三等功，转业到 单位后', '单位 正科级副局长，退休   ，还 隔三差五到职工食堂 餐 食堂经理劝阻 退休 ， 该 受职工用餐福利 ，可制止无效 经理报告给 一把手，一把手轻言轻语  一句，问题迎刃而解 正科级副局长 一名营长转业干部， 野战部队服役 多 后，仅当营长 当   ，立过三等功，转业到']"
14,13,103,13_好吃_早餐_运动_午饭,"['好吃', '早餐', '运动', '午饭', '午餐', '和家', '想吃', '苹果', '味道', '早饭']","['Day 身高  初始体重  . 斤目前体重  . 斤目标体重  🍳早餐 鸡蛋卷，草莓，贝果，奶酪，蓝莓，番石榴🍱午餐 米饭，红烧鸡块，菠菜汤，麻辣黄瓜🥗晚餐 隔夜燕麦，草莓，黑蒜🌯加餐 牛肉干（ 条）🥛水  L🏃🏻运动 空腹有氧 min 腹部训练', '中暑好难熬，还好有老妈 爱心绿豆汤~ 绿豆汤 高温警惕中暑这两天温度一直居高 下，虽然 和家  有空调，但 还 中暑  迷迷糊糊倒 床上什么 吃 下去，耳鸣眼花全身没力气 老妈看 这么难受，去楼下钱大妈买 点绿豆，回来熬 一大锅绿豆汤，喝 两碗 才缓过来 大家还  警惕', '中暑好难熬，还好有老妈 爱心绿豆汤~ 绿豆汤  这两天温度一直居高 下，虽然 和家  有空调，但 还 中暑  迷迷糊糊倒 床上什么 吃 下去，耳鸣眼花全身没力气 老妈看 这么难受，去楼下钱大妈买 点绿豆，回来熬 一大锅绿豆汤，喝 两碗 才缓过来 大家还  警']"
15,14,88,14_人生_生活_时间_生活中凌误差,"['人生', '生活', '时间', '生活中凌误差', '一善', '云朵', '好像什么', '点评', '出门上班', '礼物']","['清早醒来，无意间望到西边 云朵 往 观赏晚霞 天际幕布，今早绵绵荡荡地铺 梦幻 云朵 该怎样形容呢，像美好 童话，像温情 诗歌，像激昂 交响乐  视线被许多高楼遮挡  发信息给住 隔壁小区 朋友，请她看看窗外 云朵，会比 所见更加开阔 朋友 ，一早外出 ，所  地方没有起云', '. . 人一生， % 时间 很平淡，只有 % 精彩  人生，大部分时间  简单 重复  和昨天差别 大，这个 和上个 差别  太大，甚至今 和去  没多少差别 但 拉长时间看，   和五 前 十 前  一样  这  时间 魅力 甲方 面能人 少，给他们做设计，能学到 少', '三万天 ，活好那几个瞬间蔡澜 “人生 过三万天，人活  活那么几个瞬间” ，初听这话，像把漫长岁 掰碎，摊 阳光 ，让那些闪光 片段显影 三万天，听起来数字庞大，摊开  子 ，却如细沙从指缝溜走  们总 赶路，忙 追名 逐利，把 子过成重复 拷贝，忘 驻足打捞生命   “瞬间']"
16,15,78,15_会计_大姐_同事_小台扇,"['会计', '大姐', '同事', '小台扇', '开自己工位', '能开', '空调', '时候', '文员很怕冷', '同事却']","['咱公司新入职 个文员，小姑娘好像身体 太好，特别怕冷 所以 度以下 时候，大家 挺照顾她，从来没开过空调，热  开自己工位 小台扇， 们  理解 可 中午温度  度 ，  闷热得 行 会计过去把空调打开，这文员立马制止，  能开，她怕冷 会计  ， 太热 ，先开一会儿', '刚入职没多久 文员很怕冷，大家 觉得她 小姑娘身体 好， 挺理解她， 度以下从来没开过空调，实 热  开自己工位 小台扇 但 中午温度达到 度，  很闷热，会计 过去把空调打开，文员看见立刻制止，并  张姐，空调 能开， 怕冷 会计 ， 实 太热 ， 先把空调打开，等', '刚入职没多久 文员很怕冷，大家 觉得她 小姑娘身体 好， 挺理解她， 度以下从来没开过空调，实 热  开自己工位 小台扇 但 中午温度达到 度，  很闷热，会计 过去把空调打开，文员看见立刻制止，并  张姐，空调 能开， 怕冷 会计 ， 实 太热 ， 先把空调打开，']"
17,16,62,16_苦学_boyang_博扬_廉洁诚信,"['苦学', 'boyang', '博扬', '廉洁诚信', '沈阳方城文化旅游区管理', '协办单位', '法治体检', '权责法定', '法治强则国强', '智能高效']","['把“苦学”“苦教”丢 ，却 蕲春一中重见，蕲春一中才 黄冈教育特色坚守者一，“苦学”“苦干”丢 黄冈中学何校长学北京十一学校搞素质教育改革，少考试，少作业，多放假，管得松，导致原来那种黄冈特有 “苦学”“苦教”被丢弃，苦干先丢失，实干 难为二，蕲春一中坚守“苦学”“苦干”教', '致全市人民 一封公开信广大市民朋友 法治兴则国兴，法治强则国强 大力推进全国法治政府建设示范创建， 市委市政府尊崇法治 厉行法治 建设法治 重 举措，  力打造职能科学 权责法定 执法严明 公开公正 智能高效 廉洁诚信 人民满意法治政府 有效抓手，更 回应人民期盼 满足群众多样', '致全市人民 一封公开信广大市民朋友 法治兴则国兴，法治强则国强 大力推进全国法治政府建设示范创建， 市委市政府尊崇法治 厉行法治 建设法治 重 举措，  力打造职能科学 权责法定 执法严明 公开公正 智能高效 廉洁诚信 人民满意法治政府 有效抓手，更 回应人民期盼 满足群众多']"
18,17,62,17_舒服_久坐_按摩仪_这个按摩仪,"['舒服', '久坐', '按摩仪', '这个按摩仪', '肩颈', '脖子', '按摩', '伸懒腰其实并', '东西例如', '颈椎按摩器']","['提升幸福感好物 足部按摩仪 它=暖脚器+脚踏板+按摩仪，可以加热 调节温度 调节力度，按摩 力道 很舒服，这    家做足疗吗 比泡脚桶好用，无水泡脚  用倒水真 方便，放   好用 省 跑卫生间接水，一上班冻jio 姐妹冲~', '现 很多 轻人有久坐 习惯， 论 上课学习还 上班工作，久而久之肩膀，脖子，腰 会觉得 舒服，人这边 舒服，效率那边下去 ，之后  工作没完成继续加班，简直 恶性循环  拿 自己来 吧，即使有个健身 业余爱好，相比普通久坐党好一些，但健身  包括很多力量训练，需 保护腰部 肩颈', '懒人看过 ，可充电便携妙界按摩仪简直  太方便， 久坐或者手机电脑玩久 真 整个肩颈腰臀 酸  行，很希望有一款可以随身携带 按摩仪  久坐 放 肩颈按摩哈，力度温度随时调节 家 看电视放 腰臀按摩， 车   时候带 垫 腰后，跳完舞绳后给小腿放松（最近减肥中）随身携带']"
19,18,61,18_夏天_炎热_大家听_温度,"['夏天', '炎热', '大家听', '温度', '夏天来', '这温度真', '午后', '没问题呢', '清凉向往', '一下后几天']","['暑 午后 清凉向往 周三 午后， 光正盛，炽烈 阳光如万道金箭直射大地，将柏油路晒得泛出微光，空气仿佛被无形 热浪包裹，每一次呼吸 带 灼人 温度 风 吝啬 ，偶有一丝掠过， 裹挟 蒸腾 热气，非但带 来丝毫凉爽，反倒像 掀开 桑拿房 顶盖，让闷热 体感愈发浓重', '， 炎热 季节，阳光明媚，沙滩海浪，冰淇淋和烧烤，一切看似完美，然而，对于女性来 ，夏天 有  小 困扰 那  炎热 闷湿 三重奏 别担心 奈丝公主棉纱卫生巾重磅升级，给 带来全新 使用体验 夏天 阳光毒辣，空气', '之前去 ，大家听  西雅图来 纷纷跟  ，马 兰 夏天有得 受 啦   区区 度出头 夏天 能热得到 ？ 可  德州住过五  武汉人 大家听   德州住 几 ，又 哦那 应该完全没问题 结果这几天 一出门 感觉自己热得发昏 这  夏天绝对温度比 上德州，但 巨湿，而且今']"
20,19,60,19_设限_光芒_哈尔斯_newstar星芒杯,"['设限', '光芒', '哈尔斯', 'newstar星芒杯', '看到鹭卓成为哈尔斯品牌挚友', '广告画面', '太棒', '粉丝', '温度和', '繁花']","['非常高兴能看到鹭卓成为哈尔斯品牌挚友 ✨ 他身上那种赤诚 温度和 设限 光芒，真 和哈尔斯想传递 理念 谋而合，一起“一鹭繁花”做闪耀 自己，这个概念太棒  💐  立刻 分  官博发布 鹭卓相关品牌物料和他  上 广告画面', '太开心啦，看到鹭卓成为哈尔斯品牌挚友 消息，真 让人感到活力四射 ✨ 他身上那种赤诚与 设限 光芒，和哈尔斯追求 理念 谋而合，感觉未来会一“鹭”繁花，一起闪耀呢 💖  已经迫 及待地分  官博发布 鹭卓相关品牌物料，还有他', '太棒 ，看到鹭卓成为哈尔斯品牌挚友，真 让人激动 已 🌟 他身上那种赤诚 温度和 设限 光芒，和哈尔斯传递 理念 谋而合，感觉真 选对 人 ✨  特别喜欢他 上那些关于哈尔斯保温杯 广告画面，每一张 那么有故事感，让人感受']"
21,20,56,20_病人_医生_患者_倪海厦,"['病人', '医生', '患者', '倪海厦', '陈明', '很对', '血糖', '主任医师', '宝藏医生', '男士']","['一对小夫妻抱 虚弱 女儿来到医院 他们已花光 万积蓄，还卖掉 婚房，可女儿 病仍 见好转 医生听完，眼神坚定 “交给 ， 保证她活 ”医生叫陈立， 医院血液科 主任医师，从业二十 来见过太多生死 他翻开小女孩 病历，视网膜上 光斑突然跳动——诊断书上""重型再生障碍性贫血"" 字迹刺', '上临床管 第 病人，  值班 这一天走 去 此时 病床上 他，大量胸腔积液无法平卧，遇上 笨拙  ，从没喊一声疼或 舒服而如今床上躺 ，没法再坐起来，   看名字 已经认 出这位瘦到 成人形 老人这一 ，他经历 肾衰竭，肺部感染，消化道出血 以及  知道 种种，辗转', 'bwx问 科室 情况，   们  一直坐 坐 坐 ，他  怎么 去看看病人， 自己动动手呢？ 无数次想向病房走去，去看看那几个 最关心 病人 可 ，  敢走，实习生 带教老师面前  很被动 今晚夜班主   把每一床 病例打印出来张贴好  整理到 病人 化验单时 ，']"
22,21,55,21_东阿阿胶_暖心好搭子_撒个胶_随时随地,"['东阿阿胶', '暖心好搭子', '撒个胶', '随时随地', '空调温度总', '上班养生搭子东阿阿胶姐妹们', '上班养生搭子东阿阿胶', '养生妙招', '陈丽君', 'get']","['上班养生搭子东阿阿胶天  😭  空调真 个磨人精，穿得少觉得冷，穿得多又热得慌，每天  “冻手冻脚”和“汗流浃背”之间反复横跳 🥶🥵 直到 Get 陈丽君 同款“暖心好搭子”——东阿阿胶 💡 真 随时随地 能“撒个胶” 🤣自从', '上班养生搭子东阿阿胶  ，空调温度总 让人又爱又恨，爱它 凉爽，又怕那股寒气钻进身体，特别 像 这种怕冷星人🙋\u200d♀️ 最近被陈丽君种草 东阿阿胶，简直    暖心好搭子 随身携带，随时随地 能“撒个胶”，暖暖 ，感觉气色 提亮', '上班养生搭子东阿阿胶天哪 🌬️  空调温度总 开得太低，冻得 瑟瑟发抖，但又 敢关，真 又怕冷又想吹空调星人 真实写照  😭还好 Get 陈丽君  暖心好搭子——东阿阿胶 💖自从有 它，随时随地 能“撒个胶”，暖意从心底升腾，']"
23,22,53,22_分钟_到外面_加班_明天,"['分钟', '到外面', '加班', '明天', '可能', '下班', '电脑和手机上', '停蹄地赶回家', '做饭洗漱', '到微风']","['下班 时候外边 光线还很充足， 屋子 面根本感受 到窗户外边 温度  终于安静下来， 觉得有些工作这才开一开始 如果 人安静 加班  愿意 ，那会让 觉得 做自己 事情 手撑 头发呆，阳山 水蜜桃真 很香甜，余味还留 手  生活总会发生很多变化， 已经 再头痛 麻烦还 惊喜', '打工人 没有白天 ! 早上睡醒 匆匆忙忙赶去上班，无暇看风景 晚上马 停蹄地赶回家，做饭洗漱 白天一整天待 格子间 ，眼睛  电脑和手机上 晒 到外面 太阳，吹 到微风，体验 到室外 温度   Toeeta博主文案', '打工人 没有白天 ! 早上睡醒 匆匆忙忙赶去上班，无暇看风景 晚上马 停蹄地赶回家，做饭洗漱 白天一整天待 格子间 ，眼睛  电脑和手机上 晒 到外面 太阳，吹 到微风，体验 到室外 温度']"
24,23,50,23_厕所_温度比_厕所温度_承德博物馆,"['厕所', '温度比', '厕所温度', '承德博物馆', '洗三次澡', '忘带外套', '有泡澡需求吗', '度厕所体感温度感觉只有十二三度冷', '温度让洁癖', '每次上厕所']","['现 合理怀疑 们写字楼同一层男女厕所水温 一样 因为 这个温度， 洗完 这双手， 跟泰坦尼克号 杰克趴 门板上被冻上 那双手一样 但 刚刚有个男  男厕所 刷碗，足足刷  分钟     他用  假肢，    男厕所有热水', '上午和同事去 承德博物馆 区，这  第一次去两馆 区，干净整洁 楼道，电梯 还有纸抽配备，猜想可能卫生间 会有手纸配备吧哈哈  自己工作三十多  ，这样  环境还 头一次接触，室内环境 很优雅，温度很暖，想想 们  温度，羽绒服有时  能脱 ，为  冻脚，平时  穿', '单位厕所防止有人占 茅坑 那啥把门锁 卸 ，导致 每次上厕所 非常恐慌，一有风吹草动 疯狂咳嗽，生怕有人猛 推门把 推进坑 （同事被推到过） 人巨多， 咳到岔气   出来刚到 坐下，后勤跑来问    测个温度🙃']"
25,24,44,24_春天_春天来_秋天_气息,"['春天', '春天来', '秋天', '气息', '时光', '悲秋综合征', '春天颜色', '错觉', '感觉', '处女座']","['这个春天 最晴好 一天 阳光明媚，风 温柔    把  零食 拿来啦， 给 ，还有酸奶，很好吃  笑， 暖暖 小可爱 真实 拥抱，深浓 想念颤动 浅蓝色衬衫，软软  喜欢  气息 渐渐醉进去 仿佛迷失，海底，云端 从未有过 滚烫  能自已    脸红  安静相拥', '昨天快下班 时候， 外面 灯还 温暖 黄色，提 手机和支架跑出去准备拍个什么样 视频，才发现天已经彻底黑    空调 温度， 有种让人以为春天已至 错觉 春天， 下雨 春天，最好 阴天有些浓浓 云彩，去寺庙 去山林 去生活 春天再 来 会死掉 这狗地方真冷 没错没错', '春天  哪  有相似 地方  尔 春天来  那样 温度 身体能够感受到 无处   温柔 暖  新鲜 属于春天 气息 让 想起，几 前 yks.  商场顶层  没有窗户，但 春天 温度 通过商场顶层中心 透明玻璃穿过 让人 身体感受到 可 那    那么快乐  有遗憾 春天  一场暗']"
26,25,44,25_天气很好_天气太好_天气真好_秋天,"['天气很好', '天气太好', '天气真好', '秋天', '阳光明媚', '天气', '阴暗', '很美好', '比家', '可惜']","['天气很好，下午去 ，感觉屋 温度有二十七八度吧，比家 暖和很多，甚至有点热，心情 有点急躁   采光 比家 好，阳光照射 时间 比较长，太阳带来 温度远比暖气 好 放 阳台上 花，昨天没有浇水， 竟然显得有点枯萎', '时下秋意正浓， 外阳光灿烂，蓝天白云绿树，难得 好天气  穿  长款牛仔连衣裙，脚配短靴，露 一天天小腿 可  露这么一点点，身体感觉还 有点小 舒服，而 又 太喜欢穿长丝袜 看来 只适合穿长裤 秋天 季节，早晚 凉意还 很浓  早上肚子有点小拉肚子，午休起来脑袋有点晕', '出大太阳 心情好 句子  跟  一起 时光 很耀眼，因为天气好，因为天气 好，因为天气刚刚好 每一天， 很美好   喜欢看天空，那种蓝色，像雨后 青石板，处处 清爽，透露出令人舒服 雅致 感觉   太冷 太冷 为什么这么冷还 下雪，为什么这么大 太']"
27,26,42,26_节约用电_低碳生活_earth_green,"['节约用电', '低碳生活', 'earth', 'green', 'tion', '同时', '行动', '主题', '低于', '节能攻坚']","['Green Earth A tion     行动  节约用电        ，正值进入初夏 季节，天气晴朗，气温 度之间，空气质量优， 作为一名环保志愿者每天认真学习环保志愿者 诺言，时刻牢记一名环保志愿者 职责，完成知识答题   做 个人环保活动主题 节约用电， 做到随', 'Green Earth A tion，  行动 节约用电，请加入环保行动 随 环保事业 蓬勃发展，为使GEA有更广阔 前景，被更多人接受并加入进来，提出  个方面 环保活动进行宣传    活动内容 节约用电 平  ，居家使用电视 时候音量 调低一些 空调设置 摄氏度为宜 电热水器  长期设置保温状态', 'Green Earth A tion，  行动 节约用电 中午 身穿绿色马甲，  做一星环保活动，主题  节约用电 首先 烧壶水，烧开后 立刻拔下插头，手机充滿电  及时拔下插头，用完 电脑 及时拔下插头，电热水器烧好温度后  立即将插头拨下，上完厕所离开  立即把灯关掉']"
28,27,41,27_扩大_检察护企_两会_泥土味,"['扩大', '检察护企', '两会', '泥土味', '检护民生', '全国', '活动', '会上', '抽象', '教师进修学校']","['中共 湖区委十届五次全体（扩大）会议召开    ，中共 湖区委十届五次全体（扩大）会议召开 会议由区委常委会主持，区委书记敖捷作工作报告和讲话 他强调，全区各级党组织和广大党员干部 更加紧密地团结 以习近平同志为核心 党中央周围，坚持以习近平新时代中国特色社会主义思想为指导，深', '让企业获益 让群众得实惠阳泉做实“检察护企”“检护民生”专项行动本报讯（记者孔维佳）    ，阳泉市人民政府新闻 召开“检察护企”“检护民生”专项行动新闻发布会 阳泉市人民检察院相关部门负责人通报并介绍 两个专项行动 开展情况 自最高检部署“检察护企”“检护民生”专', '，西湖区召开第 次区委常委会（扩大）会议，传达学习全国“两会”以及全省 全市领导干部会议精神，研究部署相关工作 会议传达学习 全国“两会”精神以及全省 全市领导干部会议精神，研究部署 区贯彻落实意见 会议指出，全国“两会” 党 二十大后召开 一次重 会议，对全面贯彻落实']"
