,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
16,80,80,115,会宁富达农产品官微,2016年01月14日 22:54  来自 iPhone 6s Plus,一天烟雾缭绕，走出  那一刻感觉呼吸 空气  甜   西宁·西郊,1,1
17,81,81,116,唯传,2016年01月14日 17:57  来自 微博 weibo.com,外面灰蒙蒙 ，下 点雨，分 清 霾还 雾 拿 台V 试 下  空气，特意等到下班前拍 嘿，可好  雨后 空气  好,1,-1
18,83,83,120,霹雳芭比in日本,2016年01月12日 18:07,最近  问空气净化器，车上 空气净化器，接上usb可以放,1,1
19,96,96,136,中央气象台,2016年03月15日 15:00  来自 微博 weibo.com,上午  同事拿 十分厉害PM . 检测仪过来中央气象台会商室监测空气质量，忧心忡忡地表示室外PM . 大概 微克/立方米，室内却 超过  微克/立方米[崩溃]  所以室内  减少活动 沉心静气  别忘 戴上口罩[有鸭梨],1,-1
20,103,103,144,泰国头条新闻,2016年03月12日 16:06  来自 微博 weibo.com,，泰国清迈市区烟尘笼罩，能见度低，当地空气质量和噪音管理 表示，清迈市区空气中 粉尘指数超标，可能会对民众 健康造成影响 烟尘来源 周边地区 山林大火，部分民众违规烧山 清迈政府使用喷水设备增加空气湿度，吸收空气中 烟尘,1,-1
21,106,106,147,学生搞笑图鉴,2016年04月15日 18:40  来自 皮皮时光机,趁没人注意，对 空气净化器放   响 屁，谁知道从来没有动静 净化器竟然亮起灯响 起来，所有人 投来疑问 目光， 直起腰，紧接 一股恶臭被吹向   每 角落,1,-1
22,107,107,148,空净控,2016年04月15日 16:51  来自 iPhone 6,研发部 空气质量太好 ， . .,1,1
23,119,119,166,北京房山,2016年04月30日 18:48  来自 iPhone客户端,房山区空气重污染应急指挥部      时发布空气重污染蓝色预警 本市受 利气象条件影响，污染物积累明显 达到重度污染水平 根据监测预报，今 至    夜间将维持重度污染水平 预计  夜间扩散条件转好，空气质量将得到明显改善,1,-1
24,120,120,168,两江交汇,2016年04月29日 16:28  来自 360安全浏览器,下午，江汉区政府 组织召开 江汉区重点部位文明施工和扬尘治理工作调度会 会上区建设局参会领导强调 重点部位 文明施工以及扬尘治理， 以“控制施工扬尘污染，改善空气环境质量”为目标， 求参建各方提高认识，明确目标，落实到人，将文明施工及扬尘治理工作做为今 头等,1,1
25,128,128,188,青柚AIR,2016年04月22日 15:03  来自 专业版微博,但 威胁 们健康 空气污染 仅仅 室外， 空气污染  危害 们健康 隐形杀手~所以 午休期间尽量离开 ，去户外空气稍好 地方 散步，吹吹风， 受一下春  阳光，如可能适当做一做工间操 每天一定 用冷水清洗鼻孔，坚持冷水洗脸，温水漱口，热,1,-1
26,138,138,200,怡呼吸好空气,2016年06月28日 15:34  来自 专业版微博,小编现  窗外正下 雨，虽时大时小，开 窗户 能感觉窗外凉凉 空气缓缓 进入 ，呼气 轻 很多， 们那 呢,1,1
27,143,143,205,不辣的脱口秀,2016年06月27日 09:37  来自 Weico.Android,空气之差，养什么植物 无法存活， 觉得  差 多  马上 搬新 没通风一旦装好 直接拉过去  觉得 寿命将近,1,-1
28,150,150,217,一方净土净化器,2016年08月09日 10:01  来自 皮皮时光机企业版,空气污染持续加剧 员工健康安全谁买单 近 来室内空气污染物 来源和种类 益增多，尤其 商务 空间 目前大多数上班族 %以上 时间    内度过，由于 内环境因素较复杂，更容易导致空气污染肆虐 ，细菌病毒滋生，严重威胁 人们 身体健康O 链接,1,-1
29,152,152,221,高级美容护肤讲师lan,2016年08月07日 22:13  来自 贝贝微助手,跷二郎腿 这个姿势好像让 们感觉很舒服，但实际上会造成腿部血流 畅，更有甚者会引起脊椎变形  长时间吹空调 长时间呆 密闭 开 空调   ，空气 流通，难得吸到一丝新鲜 空气，这样和容易患上“空调病”,1,-1
30,162,162,236,娥眉湾湾姐,2016年08月29日 19:18  来自 iPhone 6,鼻子隐藏多少隐患 知道吗⁉️❌雾霾天气空气污浊❌人流集中吸入浑浊空气❌有害杂物释放有毒气体❌干燥粉尘吸入鼻中⚠️⚠️导致👇💥 岁以上儿童鼻结痂💥职业性吸入粉尘💥 鼻干💥居住环境受空气污染💥鼻腔发炎💥过敏性体质针贴心❤️爱鼻贴❤️帮您解决鼻部问题?,1,-1
31,173,173,257,闵行中医医院,2016年08月18日 10:10  来自 专业版微博,春季干燥多风，使得人们易形成上火症状，加之长期处于 ，室内空气干燥 流通，久坐电脑前干燥问题更  请自来 主 表现为口干 唾液减少甚至吃干食必需水送 多发龋齿；眼干 有异物感 泪液减少甚至无泪；反复腮腺肿大；关节疼痛肿胀；多系统损害，包括肺间质病变 萎缩性胃炎 慢性肝炎 血液,1,-1
32,184,184,279,国双Gridsum,2016年10月14日 22:26  来自 微博 weibo.com,北京市发布霾黄色预警，窗外一片灰蒙蒙，但小编  内感觉很清爽，亲测发现 内 空气质量等级达到 优良水平 归功于公司 初花巨资购置   风机及除尘设备， 经过静电除尘和HEPA过滤网两道过滤  谢谢公司从员工健康 想，为大家提供良好 工作环境 PS 桌上  M口罩  公司为每位,1,1
33,194,194,294,太美环宝-室内空气治理,2016年10月31日 15:20  来自 专业版微博,环境真 好吗？很多人 注意到  空气污染严重，待久 以后， 仅头晕和胸闷，而且皮肤  舒服 这种现象 极个别 吗？  吧 很多  待久 人 会有这样 感觉 现今， 家具 款式虽然比以前多 ，工艺 比以前更加完善 ，可为什么 家具 污染比以前更严重 呢？ 认为,1,-1
34,195,195,295,小白喜欢樱桃子,2016年10月31日 14:39  来自 黄致列超话,冷空气南下，此刻坐  ，披 一块绒毯还嫌冷 只有 哥，才能随时当 暖手宝,1,-1
35,197,197,298,唐慧空间设计事务所,2016年10月30日 23:07  来自 iPhone客户端,万达 一早 空气 石家庄·空中花园,1,-1
36,200,200,305,SHARONKYO,2016年11月14日 18:53  来自 🦄🦄iPhone,呆 一天，没空气净化器，喉咙口 负众望地开始疼得没法 话 _( з」∠)_,1,-1
37,201,201,306,氧嘻嘻官博,2016年11月14日 15:48  来自 微博 weibo.com,搬 新 很开心？刚装修完  很漂亮？但 ， 有没有想过， 做过空气净化服务吗？老板配备 空气净化器吗？如果老板根本 把员工 健康放 考虑范围内，那  应该反思自己 工作选择,1,-1
38,203,203,308,拉带_300PlusClub,2016年11月14日 13:44  来自 华为Ascend手机,给 换个空气净化器滤芯 拆出之前 看 看 觉得还好  以为本来带活性碳   灰色 直到 打开 新 滤芯才知道 它有多脏,1,-1
39,207,207,314,长安卧龙V,2016年11月14日 09:05  来自 bShare分享,西安空气重污染Ⅲ级预警 %以上机动车将限行   ，西安多时段出现空气质量重度污染，为此，西安市重污染天气应急指挥部 将空气重污染Ⅳ级（蓝色）预警升级为Ⅲ级（黄色）预警，做好各项应急准备，并将适时启动Ⅲ级（黄色）应急响应，进行限行 （分 自 ） O西安空气重污染Ⅲ级预警,1,-1
40,213,213,325,山东省能源环境交易网,2016年11月30日 10:55  来自 360安全浏览器,空气污染伤人于无形 已被世卫组织列为一类致癌物-北京市预警中心 北京市空气重污染应急指挥部     发布 “空气重污染蓝色预警”称，受 利扩散条件影响，北京空气质量已达“ 级重度污染”水平，建议公众做好健康防护，减少户外运动等 这  北京今 入冬以来第二次发布空气重污染预警,1,-1
41,215,215,328,逻辑引擎,2016年12月15日 17:54,健身房 器械  公用 电脑 鼠标 键盘 电话上到处 病毒，包括各种普通感冒病毒 如果 用粘上感冒病毒 手摸鼻揉眼 很容易传染上感冒 所以从今以后 到健身房 但 带毛巾勤洗手，还 带 酒精喷壶和一条毛巾，使用器械之前喷一喷擦一擦  健身房健身仅仅靠安装空气消毒灭菌装置和保持,1,-1
42,218,218,336,李宝玖,2016年12月31日 00:26  来自 iPhone 7,空气这么糟糕， 知道领导 有没有配备空气净化器，揪心,1,-1
43,219,219,337,逍遥小妖,2016年12月30日 18:20  来自 Android客户端,北京几乎所有 公共场所包括  商场 电影院 地铁 室内空气 污染严重 时候  比室外低个二三十左右，  很懂那些进屋 摘口罩,1,-1
44,223,223,341,zzz_朱,2018年01月30日 20:00  来自 OPPO智能手机,家 有多冷呢？橄榄油冻上 ，洗粉扑液冻上 ，太阳能冻上 每天下班从 带杯热水回来喝，烧水洗头一壶 够，洗头晾 站 空调风口十五分钟等烧第二壶，去朋友家洗澡一周 ，mmp,1,-1
45,227,227,347,王震v,2018年03月15日 17:20  来自 iPhone 7 Plus,天太热 ， 已经开空调,1,-1
46,228,228,350,shine_arrio,2018年03月15日 16:17  来自 iPhone客户端,tm   能理解   开空调，烟味大，新 楼甲醛重，这些种种 问题，大家 只晓得 下面 ，连 公司群 面提一提  敢 老子提 ，还笑笑 “   求多，哈哈”  rm提   大家 想法吗，如果开 空调     受益 吗？什么jb玩意儿,1,-1
47,230,230,353,一只小松徐呀,2018年03月15日 14:08  来自 告别不快vivo V3Max,妈， 好热， 还开空调  ，     穿短袖,1,-1
48,231,231,354,小琳琳天才,2018年03月15日 11:44  来自 iPhone 7 Plus,刚才进 爸    怎么那么冷 没到一分钟  听到 空调响  爸真 个暖男,1,-1
49,232,232,355,椰子海盗,2018年03月15日 11:05  来自 Android,昨天被热    穿 露脚踝 裤子，一件卫衣 体感 比外面 冷十几度，且空调暖风停  中 少女此刻穿 羽绒马甲，脚踝凉嗖嗖 ， 作  会冻死 明天  降温 ，  穿秋裤,1,-1
50,234,234,358,七颗小板栗阿,2018年03月15日 08:32  来自 iPhone客户端,还 穿羽绒服， 还开空调（热风,1,-1
51,237,237,361,九月冰雪儿,2018年03月14日 22:09  来自 iPhone客户端,真老  别人穿短袖 还穿卫衣  他们 开空调 好热  觉得温度刚好,1,-1
52,240,240,364,小三举哑铃,2018年03月14日 17:09  来自 iPhone客户端,黑科技  太闷 ，拿出 空调扇 聊胜于无吧,1,-1
53,241,241,365,松鼠大眼桂鱼,2018年03月14日 16:13  来自 iPhone客户端,空调从送暖风到送冷风无缝衔接，这zz 切换结果  ，非常顺利地，感冒,1,-1
54,244,244,368,是cici呀__,2018年03月14日 15:13  来自 iPhone客户端,顶楼阳面  热 想穿短袖吃雪糕开空调,1,1
55,247,247,371,隔壁村的王大姐,2018年03月14日 14:09  来自 iPhone客户端,感觉脑子真  转弯 ，中午想睡个午觉，可 屋 太热 ，翻来覆去怎么 睡  ，只想到现 这季节还没停暖  开空调制冷有点  过去， 没想到可以把窗户打开凉快会儿，现 坐    一脸惆怅，困  行 行,1,-1
56,248,248,373,sevenFru-,2018年03月14日 13:37  来自 iPhone客户端,朝阳  桌 坏处  中午 被晒化  老板   待  分钟 好吹冷风空调 . em.那夏天 怎么办 所以外套 面穿短袖真 很明智绝  彪,1,-1
57,252,252,384,豫见十师,2018年03月13日 21:29  来自 小米6 拍人更美,天热  ，   一面墙  玻璃，冬天  用开空调 ，该怎么过 登封·中岳街区,1,-1
58,253,253,386,小Kitty要加油,2018年03月13日 19:00  来自 华为P8,这天气  空调还 制热令人窒息 操作被热傻热到无法工作热到无法思考热到无法学习   👇,1,-1
59,255,255,388,pswdx,2018年03月13日 17:35  来自 OPPO R9,急需空调 ， 穿个裙子竟然热 冒汗，什么鬼天气 庆阳·兰州路,1,-1
60,256,256,389,路过北郡,2018年03月13日 17:03  来自 小米5s 拍照黑科技,本来以为 热 空调 原因，本来打算出来透透气，可出来后发现室外和室内 温度 一样   现  三 份，石家庄真   过 冬天  夏天 城市,1,-1
61,258,258,391,如你所见是个少女,2018年03月13日 16:13  来自 微博轻享版,突然开起 冷空调， 被冻到 .,1,-1
62,259,259,392,ilovetrains,2018年03月13日 15:28,空调该降降温   中暑,1,-1
63,260,260,393,泰正经QAQ,2018年03月13日 14:46  来自 iPhone客户端,热到 开冷空调降温 ，怎么会这么热,1,-1
64,262,262,396,丢了番茄的土豆,2018年03月13日 13:57  来自 魅族 PRO 5,天气真 hin热 和同事去水果店买 个椰子 巨闷，幸好有空调水果店 阿姨夸 皮肤好 芜湖·星隆国际,1,-1
65,263,263,397,MJoy糖,2018年03月13日 13:50  来自 iPhone客户端,阳光直射 与室外温度实时同步，空调 坏 ，热得  冒火星子，脚底 冒烟,1,-1
66,264,264,398,习惯遗忘的WO,2018年03月13日 12:41  来自 iPhone客户端,开冷空调 ，这 什么节奏,1,-1
67,265,265,399,天秤花花的谷雨,2018年03月13日 12:02  来自 华为麦芒5,开 ° 空调，咋还这么冷呢,1,-1
68,268,268,402,你是雪莱,2018年03月13日 09:46  来自 小米Max,从外面走回   字 冷这个季节好像开空调有点奇怪,1,1
69,269,269,403,有梦想的猪猪猪,2018年03月13日 09:02  来自 Android客户端,才上午 点，已经想睡觉 这几天  空调开 实  忒闷，中午只能去对面 绿地小花园 睡觉💤 晒太阳☀,1,-1
70,270,270,404,LOVE小脱_993,2018年03月13日 07:22  来自 微博 weibo.com,热死啦  丫 ，这学校别 空调 ，电风扇  给开， 个班长找段长想开电风扇，段长打电话过去，那边 老师  给开，怕 们感冒，亲，那 们老师 有种  打空调，您体质有比 好多少嘛？？抠门 直,1,-1
71,271,271,405,黎黎大宝,2018年03月13日 05:57  来自 iPhone客户端,天气越来越热，沙先生早上先到 把空调打开，然后再去项目上， 怕 一到 被热到 嘻,1,1
72,273,273,409,Rai_山楂卷培养基,2018年03月12日 17:04  来自 iPhone客户端,换  第一天 空调吹 头疼,1,-1
73,275,275,411,堀北明,2018年03月12日 15:27  来自 微博 weibo.com,气温 度， 空调 度，这 什么操作？,1,-1
74,276,276,414,一株含含含羞羞羞草,2018年03月12日 14:10  来自 iPhone客户端,特么真冷 一点  血连，为啥  开空调 ，大家  冷么？ 个光个大腿， 还穿棉裤呢,1,-1
75,278,278,416,mi云朵ss,2018年03月12日 13:18  来自 初春超话,空调吹冷风， 这合计好 子到来 ，没想到这两天又依旧如初，羽绒服看来收,1,-1
76,279,279,417,e不了一点的茜茜,2018年03月12日 12:32  来自 iPhone客户端,感觉到生活 友好 时刻   中央空调已经变成制冷,1,1
77,281,281,419,荔枝枝乌龙,2018年03月12日 08:53  来自 iPhone,真 太热   求 别再开空调,1,-1
78,285,285,423,爲AstonMartin奋斗的石頭,2018年03月11日 23:29  来自 iPhone客户端,最近公司为 省电  开空调 导致 如同冰窟一般  而  光荣 —感冒 😷点鼠标 手指 冻 没有知觉 和往常一样 感冒后  又光荣 —发烧 🤒️最近心  知道已经默骂 多少遍单位  但为 生存 还  苟活,1,-1
79,294,294,438,努力向前走哒弦哥哥,2018年03月10日 10:30  来自 360安全浏览器,万万没想到， 到这个时节 ，  值班还能冻得 腿疼  空调打到 度难道 假 吗？,1,-1
80,295,295,439,风一样的Missperfume7087,2018年03月10日 10:00  来自 iPhone,这两个主  面料 问题，需 很柔软 料子，又很保暖，针对上班族吹空调 ，而且经常坐 ，还 穿 很正式 ，这种面料  很柔软 ，而且很垂顺 ，比如 ，天鹅绒   用来做  西裤，很舒服， 很正式   而且有弹性，对，这种  装，  研究，因为，   上班 ，毕业 上班 ，然,1,1
81,313,313,461,吃吃阿姨,2018年03月06日 17:33  来自 iPhone 6 Plus,对于南方城市 孩子们来 ，夏天  到啦 (*≧▽≦) 坐  一边喝下午茶一边吹空调 感觉   特别爽？阿姨买 这家店 抹茶半熟芝士，还没来得及拍照，刚打开盒子 被同事一扫而光  好心人留 半个给 ，入口即化 真  入口即化  强烈 这家 抹茶半熟芝士和彩虹千层，真 好吃到,1,-1
82,319,319,471,是蹄蹄子,2018年03月05日 12:41,sᴀʟʟʏ sʜᴀʀᴇ | 关于上班族护眼/腰椎颈椎哎ε=(´ο｀*)  发现一直坐     容易亚健康  ❶眼睛一直盯 电脑屏幕，感觉  眼睛  很酸很干 这样下去 完美 视力可能会被破坏，所以  监督自己实践以下几条  .每隔 小时一定 离开座位，看看远处 风景，多转动眼球或做眼部,1,-1
83,322,322,474,喜欢独自思考未来,2018年03月04日 21:40  来自 小米手机,最高峰   最高垃圾场 尸体 生活垃圾 粪便 以上问题国家应该干预管理，建立珠峰登山管理 ，珠峰环境检查室，同时建立登山报名等级地点 建立登山休息区，商业区出售生活必需品，登山装备等等，包括火锅等餐饮，，每个驻扎点 有空调卫生间，和休息区，救护转移区域(索道或者直升飞机，或者,1,-1
84,336,336,492,默默6463401614,2018年03月02日 22:53  来自 iPhone 8,号晚陪 妈一夜，天气连续两天阴霾，虽然请 护工还  放心 病房晚上巨凉，开 空调 没觉得舒服 后背感觉搜骨，又怕老妈 凉，时 时帮妈盖好前胸 肩  🈷️  早去上班到单位后忙手头工作，由于基本一夜未睡，再加上背部受寒感覺自己很疲乏，体温感觉 低 到中午 操房 长条凳上睡  小时,1,-1
85,339,339,495,固执的阑珊,2018年03月02日 12:05  来自 iPhone客户端,对大蒜味特别敏感 人，特别闻  那个味，闻多 晚上还会失眠，   上午， 来 个小伙子，一开口，  妈呀  小小 开 空调   全 大蒜味 ，然后 忍 ，等终于   人 时候，立马  包 拿出  菲拉格慕猛喷，桌子上，窗户上，电脑上，空调上，柜子上，绿植上，别,1,-1
86,343,343,500,北京和顺堂中医馆,2018年03月01日 15:24  来自 专业版微博,中国人很怕污染，雾霾 尾气 辐射    越少越好 然而 们身边， 藏 一种致命 污染 每 分钟 有 中国人因为它而死亡；近 亿中国儿童，活 它 阴影  二手烟诱发哮喘还可能导致婴儿猝死二手烟，又叫烟草烟雾污染，它含有大量 PM . ，以,1,-1
87,356,356,513,怪力莉萝呀,2018年03月30日 18:29  来自 iPhone客户端,开空调 有种桑拿得既视感,1,-1
88,359,359,516,混血丸子,2018年03月30日 17:08  来自 微博 weibo.com,窗户旁 空调机架子上最近搬来 一家鸟 最开始 听它们叽叽喳喳呱呱啾啾好似 吵架，后来 扑簌簌扑簌簌 飞来飞去可能 建巢，再后来 开始度昂度昂 拍击  窗玻璃 因为 背对 窗户，有时候 忙 做事，听见后脑勺顶上春季运动会一样 扑腾声，第一反应 “该死，有耗子？”反应过来 鸟后,1,-1
89,360,360,519,zzhh-y,2018年03月30日 16:39  来自 iPhone 7,有两扇窗，这个温度 天气，却 能开空调   心  开心 ，真,1,1
90,361,361,520,卷饼加薯条,2018年03月30日 16:14  来自 OPPO R9s Plus,开 冷空调包含 一 四季 衣服   看  师傅一件短袖默默发抖， 师傅看 衬衫套开衫一脸嫌弃,1,-1
91,365,365,526,用户2757375777,2018年03月30日 14:52  来自 微博 weibo.com,火灾 能忽视    人员集中场所，如今   有空调 饮水机 电脑 打印机 复印机 碎纸机等很多电器 这些电器 给 们 工作带来方便 同时，如果使用 当， 会埋下很多火灾隐患 特别提示 楼发生火灾，其主 原因 电器散热 良 电压 稳 长时间未断电源等,1,-1
92,372,372,535,屋里柾国儿,2018年03月30日 08:52  来自 小国送的iPhone 7 Plus,这   还继续开热空调 真  中暑,1,1
93,380,380,550,你又在偷看小黄书,2018年03月29日 17:25  来自 妄想发财的Android,对面 已经开空调 路过一阵凉飕飕,1,-1
94,381,381,551,十一麻麻爱美食,2018年03月29日 16:21  来自 iPhone客户端,物业 给开空调， 楼 没有窗户，整个  人 热 直跳脚， 一边 停 码字，一边还 和睡神作斗争  真 热困死   上海·陆家嘴,1,-1
95,382,382,553,幻幻酱hh,2018年03月29日 15:40  来自 微博 weibo.com,热 想死，小风扇马力 够，空调没地方安，郁闷~,1,-1
96,383,383,555,兰清坊,2018年03月29日 14:58  来自 微博 weibo.com,吸甲醛 晚上吃川湘菜 中午食堂油捞菜 晚上空调冻蚊子 这两天被审计 查  估计 好,1,-1
97,387,387,559,许大哥咩,2018年03月29日 13:38  来自 前后2000万 OPPO R11s,真 热 只想  吹空调喝水抽烟 湖北·阳 镇,1,-1
98,388,388,560,exitxit,2018年03月29日 12:44  来自 Android,老师  卫生凭什么 学生去做老师  卫生凭什么 学生去做有手有脚为什么 学生来做老师做自己 工作 领工资 为什么 把自己工作 部分让学生来做 夏天开空调 冬天有暖炉 还有什么 够满足   厕所只有一两米 距离 水为什么   留 给学生来倒 好 为高三高考保驾护航,1,-1
99,389,389,562,灰兔外婆,2018年03月29日 11:24  来自 360安全浏览器,冬天  没感冒，居然昨天这样 春意盎然 下午，愣 被  先生小姐们开窗关窗开空调关空调，生生冻出感冒 试问  们有没有考虑过 中 妇女 感受？,1,-1
100,390,390,563,帅了个仔,2018年03月29日 10:32  来自 iPhone客户端,开空调  又凉又霾又闷又滞，带 矛盾感，想 走廊 上班,1,-1
101,393,393,566,日富一日一日,2018年03月29日 09:57  来自 希瓜瓜のAndroid,空调温度可以自己调节 然后 知道那两位杠上  上班一小时， 热 又冷，冷 又热  外套脱 穿  穿 脱   出门只穿 短袖还好 备 一件外套  然 瑟瑟发抖,1,-1
102,395,395,568,喜子的日记本,2018年03月29日 09:31  来自 iPhone客户端,人个个穿 两件衣服，开 中央空调 ℃然后冷死 这个穿 短袖 孩子,1,-1
103,399,399,573,全天休息-,2018年03月28日 22:46  来自 微博极速版,每天 感觉 蒸发 实验室空调  开真  死  - 才报警  个实 搞 懂为啥 给开空调 现 真 只有老板 附近最凉快,1,-1
104,401,401,577,小小小小红花骨朵,2018年03月28日 16:32  来自 iPhone客户端,们能体会那种，外面三十多度，而   却冷到需 开空调 感觉吗,1,1
105,403,403,579,Koalazs,2018年03月28日 15:39  来自 HUAWEI Mate 8,热死 ，三 份 已经开起 空调和电扇，帝 真 冬夏无缝衔接 北京·中关村科技园上地北区,1,-1
106,404,404,580,_Pancy,2018年03月28日 15:24  来自 iPhone客户端,这几天热成狗🙃期待下个 中央空调一开秒变冬天,1,-1
107,406,406,583,萌萌哒走天下哦v,2018年03月28日 14:11  来自 360安全浏览器,问 们公司为什么每个 电费那么高， 笑死，总经理自己 电脑常   关 ，一进  开俩个空调，  有毛病,1,-1
108,407,407,584,我爱煎饼果子_,2018年03月28日 14:09  来自 iPhone客户端,重压之下方向感一下子 好 没有空调    储藏间 哈,1,- 
109,411,411,588,JING小跳是我,2018年03月28日 13:31  来自 iPhone客户端,这环境 空调锁死 让开 板房让老师  还有什么可,1,-1
110,412,412,589,94爱下雨天,2018年03月28日 13:30  来自 iPhone客户端,以后  能 这晒太阳 ，对新  唯一 求 “空调 给力点”,1,-1
111,413,413,590,白驹谷茶生活美学,2018年03月28日 08:58  来自 iPhone 6 Plus,夏天关 新世界画廊，搬到阳光一百仓库，生意做到极差， 销量只剩二万多 装修 半截，空调 买 起 当    网上拉起  “白兰”，销售直上，被国内同行仿烂几      独立出 装饰画小工厂，再次装修 ，亲自设计，中西混杂，满足 自己各种混乱念头     创,1,-1
112,414,414,591,小氓贺贺,2018年03月28日 08:32  来自 iPhone,居然开冷空调，阵阵寒风吹  拔凉拔凉 ，想起来去 一直到十一 才有暖气，还有八个  寒风 吹， 禁瑟瑟发抖,1,-1
113,422,422,599,河南城建学院能源学院青协,2018年03月27日 18:41  来自 红米4X超长续航,，能源与建筑环境工程学院青协携手河南城建学院校青协 行政楼联合开展 “空调清洗”活动 下午 点，志愿者们走进行政楼， 畏炎热与辛劳，往返于各个 之间，为老师们提供空调清洗服务  炎热 天气 ，志愿者们让老师感受到 清新舒,1,1
114,426,426,603,向日葵-飞,2018年03月27日 15:26  来自 360安全浏览器,们  空调真 顺应四季变化 ，外面冷 时候冻死，外面热 时候热死,1,-1
115,429,429,609,是田心呀ST,2018年03月27日 12:36  来自 iPhone客户端,现 觉得 需 开空调  真   还穿 两条裤子两件衣服加 呢子大衣,1,-1
116,432,432,612,英树金地商业广场火热招商中,2018年03月27日 10:46  来自 iPhone X,空调房间 出去旅游必备单品 L泪飞随梦 秒拍视频,1,1
117,433,433,613,牧马人闯江湖,2018年03月27日 10:00  来自 微博极速版,开始大规模升温 ，难受  子 远   NNP，  通风，无空调  ☹️☹️☹️,1,-1
118,434,434,615,山间雾大小心行驶,2018年03月27日 09:13  来自 iPhone 7,还 那么热空调罢工 吗 深圳·深国投广场,1,-1
